Id,Survived,Name,Age,Sex,Ticket,Fare
372,False,"Wiklund, Mr. Jakob Alfred",18.0,male,3101267,6.4958
373,False,"Beavan, Mr. William Thomas",19.0,male,323951,8.05
374,False,"Ringhini, Mr. Sante",22.0,male,PC 17760,135.6333
375,False,"Palsson, Miss. Stina Viola",3.0,female,349909,21.075
376,True,"Meyer, Mrs. Edgar Joseph (Leila Saks)",N/A,female,PC 17604,82.1708
377,True,"Landergren, Miss. Aurora Adelia",22.0,female,C 7077,7.25
378,False,"Widener, Mr. Harry Elkins",27.0,male,113503,211.5
379,False,"Betros, Mr. Tannous",20.0,male,2648,4.0125
380,False,"Gustafsson, Mr. Karl Gideon",19.0,male,347069,7.775
381,True,"Bidois, Miss. Rosalie",42.0,female,PC 17757,227.525
382,True,"Nakid, Miss. Maria (""Mary"")",1.0,female,2653,15.7417
383,False,"Tikkanen, Mr. Juho",32.0,male,STON/O 2. 3101293,7.925
384,True,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",35.0,female,113789,52.0
385,False,"Plotcharsky, Mr. Vasil",N/A,male,349227,7.8958
386,False,"Davies, Mr. Charles Henry",18.0,male,S.O.C. 14879,73.5
387,False,"Goodwin, Master. Sidney Leonard",1.0,male,CA 2144,46.9
388,True,"Buss, Miss. Kate",36.0,female,27849,13.0
389,False,"Sadlier, Mr. Matthew",N/A,male,367655,7.7292
390,True,"Lehmann, Miss. Bertha",17.0,female,SC 1748,12.0
391,True,"Carter, Mr. William Ernest",36.0,male,113760,120.0
392,True,"Jansson, Mr. Carl Olof",21.0,male,350034,7.7958
393,False,"Gustafsson, Mr. Johan Birger",28.0,male,3101277,7.925
394,True,"Newell, Miss. Marjorie",23.0,female,35273,113.275
395,True,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",24.0,female,PP 9549,16.7
396,False,"Johansson, Mr. Erik",22.0,male,350052,7.7958
397,False,"Olsson, Miss. Elina",31.0,female,350407,7.8542
398,False,"McKane, Mr. Peter David",46.0,male,28403,26.0
399,False,"Pain, Dr. Alfred",23.0,male,244278,10.5
400,True,"Trout, Mrs. William H (Jessie L)",28.0,female,240929,12.65
401,True,"Niskanen, Mr. Juha",39.0,male,STON/O 2. 3101289,7.925
402,False,"Adams, Mr. John",26.0,male,341826,8.05
403,False,"Jussila, Miss. Mari Aina",21.0,female,4137,9.825
404,False,"Hakkarainen, Mr. Pekka Pietari",28.0,male,STON/O2. 3101279,15.85
405,False,"Oreskovic, Miss. Marija",20.0,female,315096,8.6625
406,False,"Gale, Mr. Shadrach",34.0,male,28664,21.0
407,False,"Widegren, Mr. Carl/Charles Peter",51.0,male,347064,7.75
408,True,"Richards, Master. William Rowe",3.0,male,29106,18.75
409,False,"Birkeland, Mr. Hans Martin Monsen",21.0,male,312992,7.775
410,False,"Lefebre, Miss. Ida",N/A,female,4133,25.4667
411,False,"Sdycoff, Mr. Todor",N/A,male,349222,7.8958
412,False,"Hart, Mr. Henry",N/A,male,394140,6.8583
413,True,"Minahan, Miss. Daisy E",33.0,female,19928,90.0
414,False,"Cunningham, Mr. Alfred Fleming",N/A,male,239853,0.0
415,True,"Sundman, Mr. Johan Julian",44.0,male,STON/O 2. 3101269,7.925
416,False,"Meek, Mrs. Thomas (Annie Louise Rowley)",N/A,female,343095,8.05
417,True,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",34.0,female,28220,32.5
418,True,"Silven, Miss. Lyyli Karoliina",18.0,female,250652,13.0
419,False,"Matthews, Mr. William John",30.0,male,28228,13.0
420,False,"Van Impe, Miss. Catharina",10.0,female,345773,24.15
421,False,"Gheorgheff, Mr. Stanio",N/A,male,349254,7.8958
422,False,"Charters, Mr. David",21.0,male,A/5. 13032,7.7333
423,False,"Zimmerman, Mr. Leo",29.0,male,315082,7.875
424,False,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",28.0,female,347080,14.4
425,False,"Rosblom, Mr. Viktor Richard",18.0,male,370129,20.2125
426,False,"Wiseman, Mr. Phillippe",N/A,male,A/4. 34244,7.25
427,True,"Clarke, Mrs. Charles V (Ada Maria Winfield)",28.0,female,2003,26.0
428,True,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",19.0,female,250655,26.0
429,False,"Flynn, Mr. James",N/A,male,364851,7.75
430,True,"Pickard, Mr. Berk (Berk Trembisky)",32.0,male,SOTON/O.Q. 392078,8.05
431,True,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",28.0,male,110564,26.55
432,True,"Thorneycroft, Mrs. Percival (Florence Kate White)",N/A,female,376564,16.1
433,True,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",42.0,female,SC/AH 3085,26.0
434,False,"Kallio, Mr. Nikolai Erland",17.0,male,STON/O 2. 3101274,7.125
435,False,"Silvey, Mr. William Baird",50.0,male,13507,55.9
436,True,"Carter, Miss. Lucile Polk",14.0,female,113760,120.0
437,False,"Ford, Miss. Doolina Margaret ""Daisy""",21.0,female,W./C. 6608,34.375
438,True,"Richards, Mrs. Sidney (Emily Hocking)",24.0,female,29106,18.75
439,False,"Fortune, Mr. Mark",64.0,male,19950,263.0
440,False,"Kvillner, Mr. Johan Henrik Johannesson",31.0,male,C.A. 18723,10.5
441,True,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",45.0,female,F.C.C. 13529,26.25
442,False,"Hampe, Mr. Leon",20.0,male,345769,9.5
443,False,"Petterson, Mr. Johan Emil",25.0,male,347076,7.775
444,True,"Reynaldo, Ms. Encarnacion",28.0,female,230434,13.0
445,True,"Johannesen-Bratthammer, Mr. Bernt",N/A,male,65306,8.1125
446,True,"Dodge, Master. Washington",4.0,male,33638,81.8583
447,True,"Mellinger, Miss. Madeleine Violet",13.0,female,250644,19.5
448,True,"Seward, Mr. Frederic Kimber",34.0,male,113794,26.55
449,True,"Baclini, Miss. Marie Catherine",5.0,female,2666,19.2583
450,True,"Peuchen, Major. Arthur Godfrey",52.0,male,113786,30.5
451,False,"West, Mr. Edwy Arthur",36.0,male,C.A. 34651,27.75
452,False,"Hagland, Mr. Ingvald Olai Olsen",N/A,male,65303,19.9667
453,False,"Foreman, Mr. Benjamin Laventall",30.0,male,113051,27.75
454,True,"Goldenberg, Mr. Samuel L",49.0,male,17453,89.1042
455,False,"Peduzzi, Mr. Joseph",N/A,male,A/5 2817,8.05
456,True,"Jalsevac, Mr. Ivan",29.0,male,349240,7.8958
457,False,"Millet, Mr. Francis Davis",65.0,male,13509,26.55
458,True,"Kenyon, Mrs. Frederick R (Marion)",N/A,female,17464,51.8625
459,True,"Toomey, Miss. Ellen",50.0,female,F.C.C. 13531,10.5
460,False,"O'Connor, Mr. Maurice",N/A,male,371060,7.75
461,True,"Anderson, Mr. Harry",48.0,male,19952,26.55
462,False,"Morley, Mr. William",34.0,male,364506,8.05
463,False,"Gee, Mr. Arthur H",47.0,male,111320,38.5
464,False,"Milling, Mr. Jacob Christian",48.0,male,234360,13.0
465,False,"Maisner, Mr. Simon",N/A,male,A/S 2816,8.05
466,False,"Goncalves, Mr. Manuel Estanslas",38.0,male,SOTON/O.Q. 3101306,7.05
467,False,"Campbell, Mr. William",N/A,male,239853,0.0
468,False,"Smart, Mr. John Montgomery",56.0,male,113792,26.55
469,False,"Scanlan, Mr. James",N/A,male,36209,7.725
470,True,"Baclini, Miss. Helene Barbara",0.75,female,2666,19.2583
471,False,"Keefe, Mr. Arthur",N/A,male,323592,7.25
472,False,"Cacic, Mr. Luka",38.0,male,315089,8.6625
473,True,"West, Mrs. Edwy Arthur (Ada Mary Worth)",33.0,female,C.A. 34651,27.75
474,True,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",23.0,female,SC/AH Basle 541,13.7917
475,False,"Strandberg, Miss. Ida Sofia",22.0,female,7553,9.8375
476,False,"Clifford, Mr. George Quincy",N/A,male,110465,52.0
477,False,"Renouf, Mr. Peter Henry",34.0,male,31027,21.0
478,False,"Braund, Mr. Lewis Richard",29.0,male,3460,7.0458
479,False,"Karlsson, Mr. Nils August",22.0,male,350060,7.5208
480,True,"Hirvonen, Miss. Hildur E",2.0,female,3101298,12.2875
481,False,"Goodwin, Master. Harold Victor",9.0,male,CA 2144,46.9
482,False,"Frost, Mr. Anthony Wood ""Archie""",N/A,male,239854,0.0
483,False,"Rouse, Mr. Richard Henry",50.0,male,A/5 3594,8.05
484,True,"Turkula, Mrs. (Hedwig)",63.0,female,4134,9.5875
485,True,"Bishop, Mr. Dickinson H",25.0,male,11967,91.0792
486,False,"Lefebre, Miss. Jeannie",N/A,female,4133,25.4667
487,True,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",35.0,female,19943,90.0
488,False,"Kent, Mr. Edward Austin",58.0,male,11771,29.7
489,False,"Somerton, Mr. Francis William",30.0,male,A.5. 18509,8.05
490,True,"Coutts, Master. Eden Leslie ""Neville""",9.0,male,C.A. 37671,15.9
491,False,"Hagland, Mr. Konrad Mathias Reiersen",N/A,male,65304,19.9667
492,False,"Windelov, Mr. Einar",21.0,male,SOTON/OQ 3101317,7.25
493,False,"Molson, Mr. Harry Markland",55.0,male,113787,30.5
494,False,"Artagaveytia, Mr. Ramon",71.0,male,PC 17609,49.5042
495,False,"Stanley, Mr. Edward Roland",21.0,male,A/4 45380,8.05
496,False,"Yousseff, Mr. Gerious",N/A,male,2627,14.4583
497,True,"Eustis, Miss. Elizabeth Mussey",54.0,female,36947,78.2667
498,False,"Shellard, Mr. Frederick William",N/A,male,C.A. 6212,15.1
499,False,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",25.0,female,113781,151.55
500,False,"Svensson, Mr. Olof",24.0,male,350035,7.7958
501,False,"Calic, Mr. Petar",17.0,male,315086,8.6625
502,False,"Canavan, Miss. Mary",21.0,female,364846,7.75
503,False,"O'Sullivan, Miss. Bridget Mary",N/A,female,330909,7.6292
504,False,"Laitinen, Miss. Kristina Sofia",37.0,female,4135,9.5875
505,True,"Maioni, Miss. Roberta",16.0,female,110152,86.5
506,False,"Penasco y Castellana, Mr. Victor de Satode",18.0,male,PC 17758,108.9
507,True,"Quick, Mrs. Frederick Charles (Jane Richards)",33.0,female,26360,26.0
508,True,"Bradley, Mr. George (""George Arthur Brayton"")",N/A,male,111427,26.55
509,False,"Olsen, Mr. Henry Margido",28.0,male,C 4001,22.525
510,True,"Lang, Mr. Fang",26.0,male,1601,56.4958
511,True,"Daly, Mr. Eugene Patrick",29.0,male,382651,7.75
512,False,"Webber, Mr. James",N/A,male,SOTON/OQ 3101316,8.05
513,True,"McGough, Mr. James Robert",36.0,male,PC 17473,26.2875
514,True,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",54.0,female,PC 17603,59.4
515,False,"Coleff, Mr. Satio",24.0,male,349209,7.4958
516,False,"Walker, Mr. William Anderson",47.0,male,36967,34.0208
517,True,"Lemore, Mrs. (Amelia Milley)",34.0,female,C.A. 34260,10.5
518,False,"Ryan, Mr. Patrick",N/A,male,371110,24.15
519,True,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",36.0,female,226875,26.0
520,False,"Pavlovic, Mr. Stefo",32.0,male,349242,7.8958
521,True,"Perreault, Miss. Anne",30.0,female,12749,93.5
522,False,"Vovk, Mr. Janko",22.0,male,349252,7.8958
523,False,"Lahoud, Mr. Sarkis",N/A,male,2624,7.225
524,True,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",44.0,female,111361,57.9792
525,False,"Kassem, Mr. Fared",N/A,male,2700,7.2292
526,False,"Farrell, Mr. James",40.5,male,367232,7.75
527,True,"Ridsdale, Miss. Lucy",50.0,female,W./C. 14258,10.5
528,False,"Farthing, Mr. John",N/A,male,PC 17483,221.7792
529,False,"Salonen, Mr. Johan Werner",39.0,male,3101296,7.925
530,False,"Hocking, Mr. Richard George",23.0,male,29104,11.5
531,True,"Quick, Miss. Phyllis May",2.0,female,26360,26.0
532,False,"Toufik, Mr. Nakli",N/A,male,2641,7.2292
533,False,"Elias, Mr. Joseph Jr",17.0,male,2690,7.2292
534,True,"Peter, Mrs. Catherine (Catherine Rizk)",N/A,female,2668,22.3583
535,False,"Cacic, Miss. Marija",30.0,female,315084,8.6625
536,True,"Hart, Miss. Eva Miriam",7.0,female,F.C.C. 13529,26.25
537,False,"Butt, Major. Archibald Willingham",45.0,male,113050,26.55
538,True,"LeRoy, Miss. Bertha",30.0,female,PC 17761,106.425
539,False,"Risien, Mr. Samuel Beard",N/A,male,364498,14.5
540,True,"Frolicher, Miss. Hedwig Margaritha",22.0,female,13568,49.5
541,True,"Crosby, Miss. Harriet R",36.0,female,WE/P 5735,71.0
542,False,"Andersson, Miss. Ingeborg Constanzia",9.0,female,347082,31.275
543,False,"Andersson, Miss. Sigrid Elisabeth",11.0,female,347082,31.275
544,True,"Beane, Mr. Edward",32.0,male,2908,26.0
545,False,"Douglas, Mr. Walter Donald",50.0,male,PC 17761,106.425
546,False,"Nicholson, Mr. Arthur Ernest",64.0,male,693,26.0
547,True,"Beane, Mrs. Edward (Ethel Clarke)",19.0,female,2908,26.0
548,True,"Padro y Manent, Mr. Julian",N/A,male,SC/PARIS 2146,13.8625
549,False,"Goldsmith, Mr. Frank John",33.0,male,363291,20.525
550,True,"Davies, Master. John Morgan Jr",8.0,male,C.A. 33112,36.75
551,True,"Thayer, Mr. John Borland Jr",17.0,male,17421,110.8833
552,False,"Sharp, Mr. Percival James R",27.0,male,244358,26.0
553,False,"O'Brien, Mr. Timothy",N/A,male,330979,7.8292
554,True,"Leeni, Mr. Fahim (""Philip Zenni"")",22.0,male,2620,7.225
555,True,"Ohman, Miss. Velin",22.0,female,347085,7.775
556,False,"Wright, Mr. George",62.0,male,113807,26.55
557,True,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",48.0,female,11755,39.6
558,False,"Robbins, Mr. Victor",N/A,male,PC 17757,227.525
559,True,"Taussig, Mrs. Emil (Tillie Mandelbaum)",39.0,female,110413,79.65
560,True,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",36.0,female,345572,17.4
561,False,"Morrow, Mr. Thomas Rowan",N/A,male,372622,7.75
562,False,"Sivic, Mr. Husein",40.0,male,349251,7.8958
563,False,"Norman, Mr. Robert Douglas",28.0,male,218629,13.5
564,False,"Simmons, Mr. John",N/A,male,SOTON/OQ 392082,8.05
565,False,"Meanwell, Miss. (Marion Ogden)",N/A,female,SOTON/O.Q. 392087,8.05
566,False,"Davies, Mr. Alfred J",24.0,male,A/4 48871,24.15
567,False,"Stoytcheff, Mr. Ilia",19.0,male,349205,7.8958
568,False,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",29.0,female,349909,21.075
569,False,"Doharr, Mr. Tannous",N/A,male,2686,7.2292
570,True,"Jonsson, Mr. Carl",32.0,male,350417,7.8542
571,True,"Harris, Mr. George",62.0,male,S.W./PP 752,10.5
572,True,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",53.0,female,11769,51.4792
573,True,"Flynn, Mr. John Irwin (""Irving"")",36.0,male,PC 17474,26.3875
574,True,"Kelly, Miss. Mary",N/A,female,14312,7.75
575,False,"Rush, Mr. Alfred George John",16.0,male,A/4. 20589,8.05
576,False,"Patchett, Mr. George",19.0,male,358585,14.5
577,True,"Garside, Miss. Ethel",34.0,female,243880,13.0
578,True,"Silvey, Mrs. William Baird (Alice Munger)",39.0,female,13507,55.9
579,False,"Caram, Mrs. Joseph (Maria Elias)",N/A,female,2689,14.4583
580,True,"Jussila, Mr. Eiriik",32.0,male,STON/O 2. 3101286,7.925
581,True,"Christy, Miss. Julie Rachel",25.0,female,237789,30.0
582,True,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",39.0,female,17421,110.8833
583,False,"Downton, Mr. William James",54.0,male,28403,26.0
584,False,"Ross, Mr. John Hugo",36.0,male,13049,40.125
585,False,"Paulner, Mr. Uscher",N/A,male,3411,8.7125
586,True,"Taussig, Miss. Ruth",18.0,female,110413,79.65
587,False,"Jarvis, Mr. John Denzil",47.0,male,237565,15.0
588,True,"Frolicher-Stehli, Mr. Maxmillian",60.0,male,13567,79.2
589,False,"Gilinski, Mr. Eliezer",22.0,male,14973,8.05
590,False,"Murdlin, Mr. Joseph",N/A,male,A./5. 3235,8.05
591,False,"Rintamaki, Mr. Matti",35.0,male,STON/O 2. 3101273,7.125
592,True,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",52.0,female,36947,78.2667
593,False,"Elsbury, Mr. William James",47.0,male,A/5 3902,7.25
594,False,"Bourke, Miss. Mary",N/A,female,364848,7.75
595,False,"Chapman, Mr. John Henry",37.0,male,SC/AH 29037,26.0
596,False,"Van Impe, Mr. Jean Baptiste",36.0,male,345773,24.15
597,True,"Leitch, Miss. Jessie Wills",N/A,female,248727,33.0
598,False,"Johnson, Mr. Alfred",49.0,male,LINE,0.0
599,False,"Boulos, Mr. Hanna",N/A,male,2664,7.225
600,True,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",49.0,male,PC 17485,56.9292
601,True,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",24.0,female,243847,27.0
602,False,"Slabenoff, Mr. Petco",N/A,male,349214,7.8958
603,False,"Harrington, Mr. Charles H",N/A,male,113796,42.4
604,False,"Torber, Mr. Ernst William",44.0,male,364511,8.05
605,True,"Homer, Mr. Harry (""Mr E Haven"")",35.0,male,111426,26.55
606,False,"Lindell, Mr. Edvard Bengtsson",36.0,male,349910,15.55
607,False,"Karaic, Mr. Milan",30.0,male,349246,7.8958
608,True,"Daniel, Mr. Robert Williams",27.0,male,113804,30.5
609,True,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",22.0,female,SC/Paris 2123,41.5792
610,True,"Shutes, Miss. Elizabeth W",40.0,female,PC 17582,153.4625
611,False,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",39.0,female,347082,31.275
612,False,"Jardin, Mr. Jose Neto",N/A,male,SOTON/O.Q. 3101305,7.05
613,True,"Murphy, Miss. Margaret Jane",N/A,female,367230,15.5
614,False,"Horgan, Mr. John",N/A,male,370377,7.75
615,False,"Brocklebank, Mr. William Alfred",35.0,male,364512,8.05
616,True,"Herman, Miss. Alice",24.0,female,220845,65.0
617,False,"Danbom, Mr. Ernst Gilbert",34.0,male,347080,14.4
618,False,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",26.0,female,A/5. 3336,16.1
619,True,"Becker, Miss. Marion Louise",4.0,female,230136,39.0
620,False,"Gavey, Mr. Lawrence",26.0,male,31028,10.5
621,False,"Yasbeck, Mr. Antoni",27.0,male,2659,14.4542
622,True,"Kimball, Mr. Edwin Nelson Jr",42.0,male,11753,52.5542
623,True,"Nakid, Mr. Sahid",20.0,male,2653,15.7417
624,False,"Hansen, Mr. Henry Damsgaard",21.0,male,350029,7.8542
625,False,"Bowen, Mr. David John ""Dai""",21.0,male,54636,16.1
626,False,"Sutton, Mr. Frederick",61.0,male,36963,32.3208
627,False,"Kirkland, Rev. Charles Leonard",57.0,male,219533,12.35
628,True,"Longley, Miss. Gretchen Fiske",21.0,female,13502,77.9583
629,False,"Bostandyeff, Mr. Guentcho",26.0,male,349224,7.8958
630,False,"O'Connell, Mr. Patrick D",N/A,male,334912,7.7333
631,True,"Barkworth, Mr. Algernon Henry Wilson",80.0,male,27042,30.0
632,False,"Lundahl, Mr. Johan Svensson",51.0,male,347743,7.0542
633,True,"Stahelin-Maeglin, Dr. Max",32.0,male,13214,30.5
634,False,"Parr, Mr. William Henry Marsh",N/A,male,112052,0.0
635,False,"Skoog, Miss. Mabel",9.0,female,347088,27.9
636,True,"Davis, Miss. Mary",28.0,female,237668,13.0
637,False,"Leinonen, Mr. Antti Gustaf",32.0,male,STON/O 2. 3101292,7.925
638,False,"Collyer, Mr. Harvey",31.0,male,C.A. 31921,26.25
639,False,"Panula, Mrs. Juha (Maria Emilia Ojala)",41.0,female,3101295,39.6875
640,False,"Thorneycroft, Mr. Percival",N/A,male,376564,16.1
641,False,"Jensen, Mr. Hans Peder",20.0,male,350050,7.8542
642,True,"Sagesser, Mlle. Emma",24.0,female,PC 17477,69.3
643,False,"Skoog, Miss. Margit Elizabeth",2.0,female,347088,27.9
644,True,"Foo, Mr. Choong",N/A,male,1601,56.4958
645,True,"Baclini, Miss. Eugenie",0.75,female,2666,19.2583
646,True,"Harper, Mr. Henry Sleeper",48.0,male,PC 17572,76.7292
647,False,"Cor, Mr. Liudevit",19.0,male,349231,7.8958
648,True,"Simonius-Blumer, Col. Oberst Alfons",56.0,male,13213,35.5
649,False,"Willey, Mr. Edward",N/A,male,S.O./P.P. 751,7.55
650,True,"Stanley, Miss. Amy Zillah Elsie",23.0,female,CA. 2314,7.55
651,False,"Mitkoff, Mr. Mito",N/A,male,349221,7.8958
652,True,"Doling, Miss. Elsie",18.0,female,231919,23.0
653,False,"Kalvik, Mr. Johannes Halvorsen",21.0,male,8475,8.4333
654,True,"O'Leary, Miss. Hanora ""Norah""",N/A,female,330919,7.8292
655,False,"Hegarty, Miss. Hanora ""Nora""",18.0,female,365226,6.75
656,False,"Hickman, Mr. Leonard Mark",24.0,male,S.O.C. 14879,73.5
657,False,"Radeff, Mr. Alexander",N/A,male,349223,7.8958
658,False,"Bourke, Mrs. John (Catherine)",32.0,female,364849,15.5
659,False,"Eitemiller, Mr. George Floyd",23.0,male,29751,13.0
660,False,"Newell, Mr. Arthur Webster",58.0,male,35273,113.275
661,True,"Frauenthal, Dr. Henry William",50.0,male,PC 17611,133.65
662,False,"Badt, Mr. Mohamed",40.0,male,2623,7.225
663,False,"Colley, Mr. Edward Pomeroy",47.0,male,5727,25.5875
664,False,"Coleff, Mr. Peju",36.0,male,349210,7.4958
665,True,"Lindqvist, Mr. Eino William",20.0,male,STON/O 2. 3101285,7.925
666,False,"Hickman, Mr. Lewis",32.0,male,S.O.C. 14879,73.5
667,False,"Butler, Mr. Reginald Fenton",25.0,male,234686,13.0
668,False,"Rommetvedt, Mr. Knud Paust",N/A,male,312993,7.775
669,False,"Cook, Mr. Jacob",43.0,male,A/5 3536,8.05
670,True,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",N/A,female,19996,52.0
671,True,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",40.0,female,29750,39.0
672,False,"Davidson, Mr. Thornton",31.0,male,F.C. 12750,52.0
673,False,"Mitchell, Mr. Henry Michael",70.0,male,C.A. 24580,10.5
674,True,"Wilhelms, Mr. Charles",31.0,male,244270,13.0
675,False,"Watson, Mr. Ennis Hastings",N/A,male,239856,0.0
676,False,"Edvardsson, Mr. Gustaf Hjalmar",18.0,male,349912,7.775
677,False,"Sawyer, Mr. Frederick Charles",24.5,male,342826,8.05
678,True,"Turja, Miss. Anna Sofia",18.0,female,4138,9.8417
679,False,"Goodwin, Mrs. Frederick (Augusta Tyler)",43.0,female,CA 2144,46.9
680,True,"Cardeza, Mr. Thomas Drake Martinez",36.0,male,PC 17755,512.3292
681,False,"Peters, Miss. Katie",N/A,female,330935,8.1375
682,True,"Hassab, Mr. Hammad",27.0,male,PC 17572,76.7292
683,False,"Olsvigen, Mr. Thor Anderson",20.0,male,6563,9.225
684,False,"Goodwin, Mr. Charles Edward",14.0,male,CA 2144,46.9
685,False,"Brown, Mr. Thomas William Solomon",60.0,male,29750,39.0
686,False,"Laroche, Mr. Joseph Philippe Lemercier",25.0,male,SC/Paris 2123,41.5792
687,False,"Panula, Mr. Jaako Arnold",14.0,male,3101295,39.6875
688,False,"Dakic, Mr. Branko",19.0,male,349228,10.1708
689,False,"Fischer, Mr. Eberhard Thelander",18.0,male,350036,7.7958
690,True,"Madill, Miss. Georgette Alexandra",15.0,female,24160,211.3375
691,True,"Dick, Mr. Albert Adrian",31.0,male,17474,57.0
692,True,"Karun, Miss. Manca",4.0,female,349256,13.4167
693,True,"Lam, Mr. Ali",N/A,male,1601,56.4958
694,False,"Saad, Mr. Khalil",25.0,male,2672,7.225
695,False,"Weir, Col. John",60.0,male,113800,26.55
696,False,"Chapman, Mr. Charles Henry",52.0,male,248731,13.5
697,False,"Kelly, Mr. James",44.0,male,363592,8.05
698,True,"Mullens, Miss. Katherine ""Katie""",N/A,female,35852,7.7333
699,False,"Thayer, Mr. John Borland",49.0,male,17421,110.8833
700,False,"Humblen, Mr. Adolf Mathias Nicolai Olsen",42.0,male,348121,7.65
701,True,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",18.0,female,PC 17757,227.525
702,True,"Silverthorne, Mr. Spencer Victor",35.0,male,PC 17475,26.2875
703,False,"Barbara, Miss. Saiide",18.0,female,2691,14.4542
704,False,"Gallagher, Mr. Martin",25.0,male,36864,7.7417
705,False,"Hansen, Mr. Henrik Juul",26.0,male,350025,7.8542
706,False,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",39.0,male,250655,26.0
707,True,"Kelly, Mrs. Florence ""Fannie""",45.0,female,223596,13.5
708,True,"Calderhead, Mr. Edward Pennington",42.0,male,PC 17476,26.2875
709,True,"Cleaver, Miss. Alice",22.0,female,113781,151.55
710,True,"Moubarek, Master. Halim Gonios (""William George"")",N/A,male,2661,15.2458
711,True,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",24.0,female,PC 17482,49.5042
712,False,"Klaber, Mr. Herman",N/A,male,113028,26.55
713,True,"Taylor, Mr. Elmer Zebley",48.0,male,19996,52.0
714,False,"Larsson, Mr. August Viktor",29.0,male,7545,9.4833
715,False,"Greenberg, Mr. Samuel",52.0,male,250647,13.0
716,False,"Soholt, Mr. Peter Andreas Lauritz Andersen",19.0,male,348124,7.65
717,True,"Endres, Miss. Caroline Louise",38.0,female,PC 17757,227.525
718,True,"Troutt, Miss. Edwina Celia ""Winnie""",27.0,female,34218,10.5
719,False,"McEvoy, Mr. Michael",N/A,male,36568,15.5
720,False,"Johnson, Mr. Malkolm Joackim",33.0,male,347062,7.775
721,True,"Harper, Miss. Annie Jessie ""Nina""",6.0,female,248727,33.0
722,False,"Jensen, Mr. Svend Lauritz",17.0,male,350048,7.0542
723,False,"Gillespie, Mr. William Henry",34.0,male,12233,13.0
724,False,"Hodges, Mr. Henry Price",50.0,male,250643,13.0
725,True,"Chambers, Mr. Norman Campbell",27.0,male,113806,53.1
726,False,"Oreskovic, Mr. Luka",20.0,male,315094,8.6625
727,True,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",30.0,female,31027,21.0
728,True,"Mannion, Miss. Margareth",N/A,female,36866,7.7375
729,False,"Bryhl, Mr. Kurt Arnold Gottfrid",25.0,male,236853,26.0
730,False,"Ilmakangas, Miss. Pieta Sofia",25.0,female,STON/O2. 3101271,7.925
731,True,"Allen, Miss. Elisabeth Walton",29.0,female,24160,211.3375
732,False,"Hassan, Mr. Houssein G N",11.0,male,2699,18.7875
733,False,"Knight, Mr. Robert J",N/A,male,239855,0.0
734,False,"Berriman, Mr. William John",23.0,male,28425,13.0
735,False,"Troupiansky, Mr. Moses Aaron",23.0,male,233639,13.0
736,False,"Williams, Mr. Leslie",28.5,male,54636,16.1
737,False,"Ford, Mrs. Edward (Margaret Ann Watson)",48.0,female,W./C. 6608,34.375
738,True,"Lesurer, Mr. Gustave J",35.0,male,PC 17755,512.3292
739,False,"Ivanoff, Mr. Kanio",N/A,male,349201,7.8958
740,False,"Nankoff, Mr. Minko",N/A,male,349218,7.8958
741,True,"Hawksford, Mr. Walter James",N/A,male,16988,30.0
742,False,"Cavendish, Mr. Tyrell William",36.0,male,19877,78.85
743,True,"Ryerson, Miss. Susan Parker ""Suzette""",21.0,female,PC 17608,262.375
744,False,"McNamee, Mr. Neal",24.0,male,376566,16.1
